Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S7 2BW,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2BX,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2BY,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2BZ,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DA,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DB,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DD,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DE,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DF,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DG,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DH,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DJ,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DL,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DN,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2DP,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2DQ,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2DR,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2DS,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2DT,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2DU,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2DW,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DX,Live,E01008045,Sheffield 050B E01008045,16362,5,14246,5,0.132,12910,4,0.118,27104,9,14469,5,14776,5,20459,7,8804,3,20187,7,0.11,8986,3,0.24
S7 2DY,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2DZ,Live,E01008046,Sheffield 050C E01008046,18061,6,15576,5,0.121,15643,5,0.101,21301,7,15623,5,24772,8,24000,8,7079,3,17842,6,0.132,12626,4,0.191
S7 2EA,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2EB,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2ED,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2EE,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2EF,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2EG,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2EH,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2EJ,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2EL,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2EN,Live,E01008043,Sheffield 046A E01008043,30127,10,27888,9,0.05,28529,9,0.047,31237,10,27800,9,17274,6,25541,8,19840,7,25084,8,0.072,29378,9,0.06
S7 2EP,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2EQ,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2ER,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2ES,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2ET,Live,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2EW,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2EX,Terminated,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2EY,Terminated,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2EZ,Terminated,E01008044,Sheffield 046B E01008044,29969,10,25739,8,0.06,26260,8,0.056,26783,9,26173,8,26978,9,25888,8,23554,8,26586,9,0.062,26169,8,0.079
S7 2GA,Live,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2GB,Live,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2GD,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GE,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GF,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GG,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GH,Live,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2GJ,Live,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2GL,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GN,Live,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2GP,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GQ,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2GR,Terminated,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2GS,Live,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2GT,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GU,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GW,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GX,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GY,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2GZ,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2HA,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2HB,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2HD,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2HE,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2HF,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2HG,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2HL,Live,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2HW,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2JZ,Terminated,E01007931,Sheffield 047A E01007931,32208,10,31509,10,0.03,30181,10,0.04,32711,10,28522,9,27469,9,26033,8,21487,7,30881,10,0.033,32567,10,0.027
S7 2LA,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2LB,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LD,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2LE,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LF,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2LG,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LH,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LJ,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LL,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2LN,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2LP,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LQ,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LR,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LS,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2LT,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2LU,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2LW,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LX,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LY,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2LZ,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2NA,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2NB,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2ND,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2NE,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2NF,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2NG,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2NH,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2NJ,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2NL,Live,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2NN,Terminated,E01007930,Sheffield 055D E01007930,32332,10,31715,10,0.029,31142,10,0.035,32509,10,27862,9,25285,8,23938,8,26901,9,32045,10,0.023,32313,10,0.032
S7 2PY,Live,E01007829,Sheffield 059B E01007829,21218,7,19302,6,0.094,20034,7,0.079,21758,7,20330,7,16148,5,24033,8,10380,4,21162,7,0.101,16695,6,0.147
S7 2PZ,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QA,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QB,Live,E01007829,Sheffield 059B E01007829,21218,7,19302,6,0.094,20034,7,0.079,21758,7,20330,7,16148,5,24033,8,10380,4,21162,7,0.101,16695,6,0.147
S7 2QD,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QE,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QF,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QG,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QH,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QJ,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QL,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QN,Live,E01007929,Sheffield 055C E01007929,31495,10,30902,10,0.035,30775,10,0.037,32422,10,26376,9,21159,7,30105,10,17569,6,31030,10,0.032,31230,10,0.045
S7 2QP,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QQ,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QR,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QS,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QT,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QU,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QW,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QX,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QY,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2QZ,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2RA,Terminated,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2RB,Live,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2SA,Terminated,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2WA,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2WB,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2WD,Terminated,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2WQ,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2WR,Terminated,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2WS,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2WT,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2WU,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2WW,Terminated,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2WX,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2WY,Terminated,E01007932,Sheffield 055E E01007932,30514,10,28936,9,0.045,30725,10,0.037,32539,10,23714,8,28251,9,14857,5,22621,7,31114,10,0.031,25995,8,0.08
S7 2WZ,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2XA,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2XB,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2XD,Live,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2XE,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2XF,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
S7 2XG,Terminated,E01007983,Sheffield 053D E01007983,23256,8,20737,7,0.085,23306,8,0.067,20474,7,17767,6,20935,7,29366,9,11417,4,24790,8,0.074,9112,3,0.239
